50,1,68,54,55
74,72,30,6,68
45,90,18,94,14
65,85,39,20,42
100,2,62,33,32
55,66,44,12,21
59,70,23,57,17
18,47,48,62,86
10,22,22,12,5
8,25,70,50,35
83,44,36,84,67
17,96,57,54,75
22,35,16,80,52
7,19,22,58,19
1,21,32,81,66
27,3,77,43,57
38,81,65,40,37
75,89,9,57,30
4,100,74,79,88
59,95,82,21,69
85,16,82,20,52
79,12,92,29,41
94,32,59,46,66
50,48,52,51,60
3,41,11,34,26
81,62,91,65,93
8,10,14,23,85
73,2,55,69,87
23,6,56,19,70
42,27,12,60,19
88,20,5,23,87
78,100,31,64,98
38,65,14,42,95
65,38,60,56,36
35,94,96,20,82
5,90,98,74,21
62,18,17,53,7
17,29,3,30,11
10,52,37,56,82
75,37,79,11,66
2,29,81,77,52
43,4,7,23,87
60,7,31,96,28
30,30,82,57,21
93,86,13,20,89
3,78,69,1,15
14,7,54,61,34
89,47,76,47,30
11,66,51,2,33
6,43,37,3,48
63,35,63,57,75
30,91,64,22,81
75,50,23,46,83
44,33,54,62,32
46,99,33,71,1
33,80,2,47,33
17,72,84,23,39
78,73,20,6,45
18,39,47,45,33
18,61,65,78,9
76,44,73,26,44
20,57,87,23,50
91,70,69,19,89
61,88,37,23,4
55,35,25,11,74
87,40,64,43,47
18,59,43,91,40
27,62,63,95,57
63,40,96,59,15
89,68,52,2,8
53,25,15,18,56
57,10,53,18,16
59,71,63,31,68
23,40,86,83,34
26,16,61,67,58
60,2,80,55,17
49,27,55,24,38
42,67,33,98,41
2,26,85,91,16
12,35,58,63,81
47,54,12,60,25
99,32,58,1,60
43,47,20,74,3
37,22,99,52,4
78,84,35,2,72
24,44,82,73,3
3,13,18,9,48
72,85,43,18,92
55,79,80,95,75
60,98,42,35,19
98,76,25,24,89
16,61,70,89,80
61,85,63,30,42
47,9,92,34,99
87,51,24,26,74
94,13,21,98,33
70,9,37,66,42
74,99,15,26,11
42,23,90,69,75
26,68,65,55,30
25,69,41,72,27
52,26,39,3,77
39,68,32,8,5
92,76,79,13,60
70,63,47,4,51
79,73,24,19,47
31,55,54,69,2
93,52,64,56,1
1,23,64,35,7
14,35,25,51,63
94,11,85,60,77
53,9,11,44,64
61,82,29,80,62
99,95,50,16,88
62,40,86,7,16
12,84,72,52,38
96,71,62,11,87
35,42,24,17,77
35,76,9,27,82
68,9,18,63,29
31,76,28,33,72
66,31,48,40,61
64,74,37,71,62
50,32,36,63,50
32,40,89,49,77
66,17,73,17,55
56,11,92,38,53
4,45,41,51,73
66,5,43,49,89
66,100,15,33,53
35,93,72,99,6
73,27,51,42,83
48,62,57,76,77
82,75,55,6,96
18,97,27,51,23
49,17,66,16,37
50,2,35,88,94
31,63,25,56,37
99,29,47,83,37
35,71,3,85,74
58,75,57,61,67
80,84,76,86,46
26,92,84,43,78
66,79,87,79,53
33,83,71,13,78
59,40,61,5,23
55,24,38,39,69
95,37,47,100,20
5,20,71,33,11
83,25,87,74,71
95,29,10,67,17
87,84,75,32,5
43,93,96,99,50
94,13,19,100,71
14,32,58,56,6
69,94,38,73,66
71,44,100,86,3
31,38,65,3,3
89,9,37,8,17
85,30,81,94,4
76,65,27,67,97
79,84,52,63,12
45,2,60,2,86
42,77,48,6,29
29,45,46,77,94
85,22,40,43,81
62,87,29,95,79
32,13,28,39,61
27,68,44,1,42
87,70,92,22,67
85,18,8,45,12
78,39,73,16,64
70,13,29,23,96
35,57,64,68,88
38,20,28,88,49
87,31,48,67,17
15,44,96,96,13
94,3,39,63,80
1,13,55,79,56
28,24,47,15,59
88,11,46,9,100
50,78,52,42,72
38,8,49,87,66
80,78,80,25,93
16,16,87,3,68
12,89,63,11,89
45,9,12,48,79
20,74,90,67,54
75,46,54,31,29
92,29,15,77,25
25,43,88,23,31
59,72,54,71,68
53,20,9,2,92
77,70,26,98,13
35,30,88,76,88
94,66,94,13,54
26,22,12,31,39
50,19,38,88,86
23,7,15,63,81
41,68,67,32,80
27,44,46,69,12
13,42,17,58,83
92,7,86,19,86
86,72,56,99,38
14,53,16,34,72
35,63,62,88,1
34,7,51,100,10
44,37,39,90,29
90,28,36,2,11
77,81,2,40,31
10,91,16,40,46
35,92,51,39,30
72,21,78,38,35
82,77,57,44,22
34,55,54,78,51
5,58,62,18,34
59,33,9,20,30
33,23,44,85,50
56,18,80,41,78
21,84,57,59,24
25,98,16,17,59
93,41,11,7,96
70,8,23,96,97
47,81,42,39,47
69,100,29,78,8
17,27,33,94,44
29,96,75,33,55
86,77,45,27,79
9,45,81,86,92
34,53,86,43,4
98,85,37,21,34
60,13,79,71,38
80,73,52,6,84
99,4,69,53,66
86,90,47,4,97
73,42,60,23,30
87,3,55,46,5
70,32,99,86,93
57,35,73,92,36
10,49,23,85,13
66,93,27,44,19
86,27,11,65,9
75,62,97,44,54
31,28,23,79,18
7,58,54,75,54
29,53,55,43,43
20,64,92,54,39
85,46,96,11,19
11,17,58,97,83
43,26,1,66,82
38,50,26,63,87
38,38,63,14,72
65,65,31,98,81
77,84,30,94,19
65,83,11,46,88
26,43,24,10,67
20,37,63,45,36
10,37,69,13,94
47,46,41,10,38
18,17,44,74,71
24,4,31,13,48
56,46,41,83,96
41,14,96,10,28
7,35,59,71,22
13,32,12,28,4
72,12,33,2,94
56,96,90,39,33
21,16,57,61,88
14,48,2,75,2
51,99,17,1,20
54,95,32,8,45
93,73,8,13,23
58,33,22,98,44
56,21,61,26,49
27,44,50,93,36
17,29,66,13,55
10,3,8,77,59
30,46,86,36,93
66,96,52,68,97
90,64,45,89,40
78,100,93,44,13
1,28,26,15,85
6,42,13,73,30
32,60,70,80,44
48,32,40,67,89
60,95,84,91,87
62,51,43,54,43
12,95,31,88,78
34,38,34,37,11
62,93,85,66,96
25,19,16,97,43
4,63,2,67,4
81,12,24,71,3
43,31,44,99,80
4,44,46,63,62
61,32,33,39,50
4,77,24,100,64
41,32,42,25,54
17,38,63,79,72
97,21,30,68,83
49,53,15,90,9
62,70,6,39,73
50,17,79,39,34
11,70,14,38,93
59,52,44,63,30
3,6,54,100,68
71,56,88,84,53
12,34,74,9,57
71,13,2,96,86
1,44,88,26,44
65,80,54,34,17
63,17,27,3,82
91,23,4,37,99
54,6,91,74,92
57,9,74,39,17
60,43,46,61,49
72,14,30,42,49
100,41,53,83,47
96,55,77,4,97
91,12,96,14,93
4,9,53,99,87
69,7,11,36,9
96,66,60,48,29
28,85,70,81,5
47,85,27,35,75
67,50,6,91,56
69,90,84,39,71
12,82,85,56,3
76,56,90,52,85
67,69,63,51,15
59,96,87,38,89
39,44,95,80,70
29,21,62,72,29
93,69,47,62,1
3,51,2,93,44
28,7,51,80,87
80,55,84,62,32
67,1,79,75,78
1,37,83,75,91
68,92,89,67,1
43,14,62,91,2
77,13,9,54,48
67,18,77,64,30
5,92,52,89,15
45,67,100,88,65
34,11,43,34,100
62,18,67,93,10
26,57,49,4,92
80,32,47,78,99
67,41,64,94,76
94,33,7,89,92
97,7,70,55,100
3,28,75,21,36
49,81,95,19,100
67,67,57,27,57
33,24,2,91,41
29,76,82,53,46
36,61,85,26,65
58,8,23,73,39
100,59,7,89,82
74,52,35,13,85
83,19,27,47,62
78,54,94,64,11
18,59,98,10,62
61,17,25,39,93
90,46,9,60,10
3,60,14,36,1
90,80,8,14,94
83,54,72,98,77
75,15,36,30,16
61,63,58,83,89
66,44,15,50,51
91,33,83,17,30
54,26,77,50,36
25,21,93,29,94
45,96,71,90,82
14,82,4,54,81
64,68,83,49,95
84,6,81,18,69
75,99,22,42,9
3,70,55,17,44
67,77,4,86,81
93,51,11,39,93
77,19,15,1,92
99,37,70,46,40
70,6,73,17,41
51,55,6,100,74
2,89,29,13,55
51,76,30,100,42
39,97,84,86,42
29,91,11,70,50
92,21,25,20,7
97,61,11,13,37
65,39,71,58,51
27,5,60,8,55
76,26,8,82,67
98,7,21,66,21
62,46,24,70,61
22,42,19,56,3
8,75,94,91,88
35,11,71,46,98
69,79,50,77,74
22,77,40,45,70
25,34,95,72,29
18,15,90,55,44
5,79,5,96,31
21,27,95,57,67
27,93,49,15,87
9,9,15,73,53
23,55,80,39,29
74,64,65,74,57
8,68,51,52,45
89,45,30,96,39
81,47,50,38,60
39,78,92,93,59
56,5,93,31,63
53,13,86,22,34
55,99,64,18,5
49,71,13,54,97
5,92,91,99,80
36,59,29,24,65
53,74,75,31,49
76,76,43,58,40
10,40,3,90,87
60,76,36,16,61
60,21,69,20,20
69,27,52,26,30
69,71,84,33,14
32,97,4,87,85
100,50,62,89,59
14,9,28,82,45
25,46,79,77,39
1,98,18,4,76
80,62,37,19,43
44,9,51,74,68
68,54,56,74,85
44,61,65,9,72
6,79,65,100,16
56,32,98,44,10
69,28,81,14,100
13,9,22,4,45
76,81,87,54,91
42,93,27,43,17
57,90,34,10,13
49,37,37,41,83
19,75,3,74,93
97,54,9,42,74
57,86,74,60,76
51,50,80,22,98
62,82,16,31,43
11,79,99,52,41
97,73,58,72,56
22,69,48,26,48
26,64,79,25,60
96,92,74,30,12
61,46,24,32,37
16,57,84,94,69
12,73,89,52,54
45,3,58,5,48
7,11,47,24,95
36,38,66,69,99
83,51,35,26,93
17,92,81,16,85
88,59,49,50,96
1,45,20,55,2
97,21,98,57,88
31,80,54,36,23
4,56,90,90,92
50,64,79,75,46
10,54,92,92,2
39,92,4,49,96
20,29,36,17,1
93,75,69,100,37
10,30,98,76,57
38,81,4,20,32
47,1,15,92,39
25,67,42,29,45
48,86,48,63,26
4,81,84,27,72
70,28,58,21,56
60,27,11,73,33
52,98,47,87,15
10,56,90,19,6
25,63,68,98,97
13,46,12,12,1
46,67,85,92,81
62,39,39,28,58
27,14,62,76,78
55,57,51,90,2
73,88,84,27,37
5,86,43,98,93
26,36,30,89,1
61,32,24,2,66
98,32,6,71,83
33,17,4,12,60
74,97,80,21,72
34,82,71,36,71
49,47,39,13,37
95,42,94,61,62
92,56,62,12,60
78,61,9,47,35
49,47,99,24,49
97,91,92,47,23
76,30,46,72,67
42,8,46,33,7
31,19,56,28,98
92,57,20,77,73
54,29,90,63,28
47,64,87,90,95
72,5,59,20,55
59,63,50,88,69
31,55,9,55,80
9,44,42,9,54
7,87,50,67,1
28,8,4,66,50
99,78,97,2,9
63,17,59,5,91
24,26,56,18,30
71,81,84,24,41
88,94,91,91,75
70,6,24,79,57
57,18,60,51,37
51,8,93,56,100
97,73,89,33,78
60,56,20,72,44
87,40,38,18,32
14,70,86,64,14
66,81,47,17,37
25,27,36,11,13
36,92,79,37,39
71,93,85,88,21
23,19,24,83,14
8,33,4,82,42
97,2,13,1,58
57,29,44,6,60
8,93,76,80,15
35,78,74,38,97
18,100,62,91,79
88,59,62,65,81
45,55,69,48,29
80,62,39,34,33
38,74,72,86,68
30,71,94,46,37
13,23,42,36,54
55,34,42,21,15
5,17,82,33,68
6,9,76,81,36
82,48,89,74,19
19,62,96,19,82
97,68,23,70,71
52,53,89,54,38
99,78,63,63,19
50,87,94,60,91
89,36,76,9,14
88,58,1,4,39
48,53,62,65,81
56,60,40,92,99
11,79,48,54,39
48,31,73,3,97
17,90,8,65,15
26,22,62,44,80
17,2,75,30,88
55,98,91,29,25
33,74,44,6,54
31,62,6,44,86
18,44,41,72,34
98,14,98,86,80
55,24,87,46,6
39,60,33,37,18
27,64,12,71,10
1,49,97,9,69
25,16,41,58,84
64,50,78,32,8
22,11,34,17,1
26,76,58,81,56
99,89,60,92,1
41,88,39,77,63
84,42,78,11,72
69,96,30,22,11
22,65,100,51,46
29,88,97,89,43
41,78,98,91,21
10,64,86,81,72
95,25,58,42,22
87,100,14,98,73
10,54,37,96,25
14,40,5,73,5
33,29,43,52,94
90,59,61,69,2
38,20,25,2,50
22,83,19,36,78
98,94,61,4,52
98,63,21,25,22
79,40,16,52,44
32,77,17,36,14
78,11,34,40,54
44,8,12,50,90
82,78,59,99,88
83,98,63,53,16
65,65,6,55,50
96,26,52,4,81
68,65,61,18,17
78,22,30,37,17
46,12,15,55,61
83,73,17,26,42
33,29,25,83,89
14,73,15,29,60
10,20,98,43,41
47,72,80,10,27
25,28,10,14,96
41,6,76,6,16
27,37,83,16,18
57,51,43,98,35
66,38,45,1,68
57,19,70,38,76
47,33,34,58,9
64,70,40,90,87
31,65,73,95,49
88,32,43,99,73
97,53,95,80,63
4,7,6,47,7
77,53,86,50,89
39,66,56,37,52
68,76,79,95,86
18,100,29,37,14
87,91,42,67,29
90,77,46,94,91
11,29,6,60,79
100,52,50,37,9
84,10,26,28,68
80,56,39,92,41
15,10,25,87,57
30,14,25,5,57
21,41,46,66,70
74,53,32,91,23
29,75,83,79,89
95,67,16,100,1
48,78,77,81,36
93,26,84,38,29
30,67,78,38,62
97,19,93,15,44
47,84,79,11,18
49,26,47,84,43
27,21,92,74,24
23,88,76,60,76
76,20,19,56,36
43,23,58,42,19
75,46,53,57,49
43,38,75,73,89
97,57,38,18,32
64,48,2,14,63
44,68,57,76,80
29,94,91,70,30
22,2,25,76,97
95,83,45,99,93
77,69,13,95,10
86,16,90,33,14
50,19,31,44,6
71,25,26,1,70
32,18,72,92,62
41,9,5,16,80
29,59,31,85,91
88,74,25,35,4
91,11,86,14,69
42,39,93,29,92
85,80,82,96,21
81,33,78,61,13
28,17,29,92,91
91,92,42,40,97
17,23,21,62,60
10,6,85,55,96
29,50,4,81,57
38,12,64,40,91
91,8,90,60,94
64,91,97,44,9
98,60,32,90,9
74,84,2,15,9
29,38,92,78,59
67,69,70,17,43
69,9,84,20,95
58,99,79,20,5
83,24,9,47,58
11,84,4,83,89
78,92,79,79,63
42,98,44,13,20
7,42,7,14,56
54,82,63,86,22
22,10,62,88,65
79,61,9,66,13
66,86,49,95,19
76,3,29,72,67
64,32,25,8,75
30,81,77,39,60
68,92,67,86,1
89,88,64,93,32
67,49,53,41,58
91,90,39,46,30
51,45,79,42,20
3,70,84,42,68
61,67,56,2,99
23,14,7,68,85
80,52,96,41,53
48,94,100,31,69
48,80,20,62,56
45,14,55,93,94
22,25,90,77,39
64,19,72,65,67
69,49,82,97,96
13,73,38,42,55
89,93,3,20,67
73,72,58,89,96
78,70,4,48,12
39,61,59,15,8
46,64,88,58,17
40,49,30,64,69
85,58,85,16,56
93,15,15,72,51
77,73,94,49,21
90,1,79,77,50
69,98,52,12,75
97,98,71,74,57
13,1,62,20,55
98,54,94,72,33
29,63,48,63,64
65,59,54,28,91
55,95,18,4,92
25,69,26,69,27
81,76,61,13,92
60,77,39,74,85
97,83,49,11,85
49,41,82,37,28
52,89,65,16,54
30,99,79,41,69
53,100,4,59,43
9,33,86,37,58
94,99,12,45,98
71,70,34,17,81
8,74,40,57,93
79,12,33,84,100
63,95,86,41,75
40,72,91,14,80
86,23,16,75,61
75,65,54,55,70
56,84,54,21,34
74,47,29,69,82
83,48,43,80,36
16,80,57,62,21
56,94,82,16,82
33,16,46,30,99
100,56,15,22,65
37,73,31,96,6
88,78,62,30,66
66,50,41,13,35
50,54,40,73,5
20,20,64,94,75
84,55,4,89,84
42,18,99,5,52
61,76,17,65,12
82,90,50,50,65
64,63,67,36,89
75,100,75,30,26
44,4,93,49,63
11,96,24,15,12
11,12,33,68,81
88,42,3,20,29
33,52,7,28,80
59,88,32,65,35
45,51,16,98,25
30,26,40,69,68
14,68,19,24,15
52,46,58,53,57
1,62,75,77,1
84,20,80,34,67
100,51,59,59,10
11,84,28,88,78
60,94,87,11,78
85,70,45,82,51
71,31,44,51,97
68,4,55,63,59
43,49,93,83,89
12,12,29,98,78
83,37,23,27,27
6,38,6,52,1
17,51,93,54,25
81,43,53,83,61
45,38,92,100,72
66,16,85,31,16
96,29,80,99,71
32,18,70,99,32
42,40,90,97,53
69,4,86,89,41
55,29,84,13,65
100,32,93,89,97
49,66,61,59,60
45,8,70,84,9
79,98,14,34,42
68,96,60,44,89
27,13,6,71,12
59,98,61,62,68
99,46,35,90,96
97,49,5,100,99
20,85,79,81,54
45,40,32,63,21
45,40,50,37,87
21,13,33,86,69
99,42,86,42,58
7,97,67,40,13
37,42,16,73,5
81,77,18,84,6
69,60,56,32,97
67,36,33,55,43
52,96,8,69,93
3,82,98,15,74
50,100,57,23,57
52,78,10,26,49
88,92,4,30,93
63,21,41,44,12
11,66,4,30,73
43,55,98,46,63
5,23,37,12,23
20,28,59,82,56
20,60,2,70,46
64,2,39,72,70
94,30,58,68,29
65,15,1,35,8
66,57,55,88,68
4,19,47,72,78
49,96,3,74,96
84,42,20,21,41
35,48,14,96,67
32,36,70,10,91
76,29,91,40,3
64,11,70,39,47
97,86,56,84,47
39,55,84,37,2
17,82,35,48,28
6,29,28,43,11
77,37,75,84,63
80,89,44,21,17
83,53,61,4,6
42,72,14,73,34
69,100,32,73,78
39,83,78,97,85
70,81,97,60,2
83,99,47,91,83
46,31,1,12,81
95,22,65,41,95
15,51,79,18,34
90,87,49,74,4
86,90,57,35,13
11,63,93,21,80
89,41,54,55,54
90,80,13,98,77
27,63,70,3,51
81,82,39,42,54
41,87,88,44,83
70,32,39,66,79
84,70,54,64,14
13,16,93,38,50
69,29,40,71,29
64,81,51,14,90
19,4,98,62,4
39,57,33,51,95
1,94,43,9,97
15,21,14,34,83
66,8,97,90,46
8,5,23,15,82
17,63,26,67,5
46,8,42,36,84
62,3,27,11,34
75,87,23,44,15
39,79,45,25,32
33,59,32,14,44
48,70,92,78,93
63,32,92,24,86
3,12,22,33,71
33,37,7,6,84
8,92,22,44,8
56,81,51,100,38
84,52,4,42,22
7,99,14,45,46
82,28,74,42,12
66,21,54,35,36
57,72,25,12,83
84,72,1,95,81
1,83,52,62,47
61,97,78,44,72
52,88,49,60,69
13,5,47,58,55
90,13,75,81,28
97,33,46,95,21
7,81,36,47,42
91,20,5,5,88
94,13,29,77,95
28,15,25,4,90
98,99,99,93,86
30,99,86,69,24
96,38,2,14,13
43,80,92,25,39
91,63,28,73,50
31,39,70,22,58
55,91,19,62,39
94,39,24,1,61
4,87,68,44,14
68,22,21,18,27
33,37,99,64,42
88,51,83,45,23
96,23,75,49,90
23,32,68,45,71
70,54,95,63,96
95,63,89,21,21
100,1,33,21,90
8,36,60,56,33
57,35,82,82,4
4,94,26,51,91
32,25,55,79,97
52,93,23,63,43
76,43,47,49,54
40,73,47,52,92
15,1,93,39,96
93,75,64,51,71
28,57,16,38,60
25,1,35,22,83
60,78,14,93,47
79,81,76,25,47
24,25,54,33,60
70,18,62,96,5
33,13,99,84,92
3,33,37,36,36
99,9,26,69,34
44,28,10,58,37
77,15,73,54,24
16,83,60,57,95
